id,item_id,date,quantity,cost (CLP),delivery_date
32007,1828,6/19/2023,57,1135782,6/28/2023
32008,1790,6/19/2023,33,1354221,6/28/2023
32009,1789,6/19/2023,43,1003104,6/26/2023
32010,1793,6/19/2023,35,54320,7/1/2023
32011,1819,6/19/2023,17,144874,6/24/2023
32012,1849,6/19/2023,18,741690,7/1/2023
32013,1817,6/19/2023,24,452520,7/5/2023
32014,1841,6/19/2023,17,378896,6/28/2023
32015,1813,6/19/2023,15,41265,6/25/2023
32016,1852,6/19/2023,1,53688,7/1/2023
32017,1822,6/19/2023,7,32277,7/3/2023
32018,1797,6/19/2023,3,11982,6/23/2023
32019,1840,6/19/2023,4,80552,6/25/2023
32020,1821,6/19/2023,18,42858,6/25/2023
32021,1798,6/26/2023,18,331200,6/30/2023
32022,1804,6/26/2023,1,9632,7/12/2023
32023,1802,6/26/2023,7,24717,7/9/2023
32024,1809,6/26/2023,19,393889,7/3/2023
32025,1788,6/26/2023,54,1814346,7/3/2023
32026,1820,6/26/2023,3,38190,7/2/2023
32027,1823,6/26/2023,1,16231,7/1/2023
32028,1846,6/26/2023,3,41112,6/30/2023
32029,1795,6/26/2023,7,25984,7/1/2023
32030,1794,6/26/2023,15,54465,7/6/2023
32031,1848,6/26/2023,12,63108,7/1/2023
32032,1799,6/26/2023,15,464715,7/5/2023
32033,1850,6/26/2023,31,1056170,7/6/2023
32034,1829,6/26/2023,7,44002,7/1/2023
32035,1847,6/26/2023,4,25288,7/2/2023
32036,1830,6/26/2023,11,55033,7/3/2023
32037,1845,6/26/2023,21,339885,7/2/2023
32038,1826,6/26/2023,3,10017,7/1/2023
32039,1833,6/26/2023,1,92867,7/7/2023
32040,1851,6/26/2023,26,1238068,7/10/2023
32041,1843,6/26/2023,12,150372,7/7/2023
32042,1785,6/26/2023,12,202260,6/30/2023
32043,1789,6/26/2023,15,349920,7/2/2023
32044,1853,6/26/2023,63,2653938,7/3/2023
32045,1819,6/26/2023,8,68176,6/30/2023
32046,1786,6/26/2023,35,465710,6/30/2023
32047,1854,6/26/2023,28,83580,7/5/2023
32048,1818,6/26/2023,30,819270,7/6/2023
32049,1827,6/26/2023,34,457232,7/9/2023
32050,1813,6/26/2023,14,38514,7/1/2023
32051,1800,6/26/2023,27,651375,7/5/2023
32052,1787,6/26/2023,8,134304,7/2/2023
32053,1797,6/26/2023,6,23964,7/9/2023
32054,1840,6/26/2023,1,20138,7/1/2023
32055,1821,6/26/2023,8,19048,7/3/2023
32056,1806,6/26/2023,1,12097,6/29/2023
32057,1791,7/3/2023,25,93050,7/15/2023
32058,1860,7/3/2023,21,256494,7/18/2023
32059,1798,7/3/2023,18,331200,7/9/2023
32060,1812,7/3/2023,45,683325,7/17/2023
32061,1810,7/3/2023,7,46935,7/9/2023
32062,1809,7/3/2023,7,145117,7/17/2023
32063,1788,7/3/2023,35,1175965,7/14/2023
32064,1796,7/3/2023,28,221984,7/11/2023
32065,1820,7/3/2023,6,76380,7/6/2023
32066,1792,7/3/2023,35,235165,7/14/2023
32067,1863,7/3/2023,15,52770,7/7/2023
32068,1846,7/3/2023,15,205560,7/8/2023
32069,1824,7/3/2023,7,41776,7/14/2023
32070,1795,7/3/2023,35,129920,7/9/2023
32071,1831,7/3/2023,25,426225,7/10/2023
32072,1803,7/3/2023,6,33192,7/10/2023
32073,1811,7/3/2023,11,61622,7/13/2023
32074,1848,7/3/2023,15,78885,7/10/2023
32075,1815,7/3/2023,3,52089,7/18/2023
32076,1844,7/3/2023,8,127272,7/14/2023
32077,1816,7/3/2023,2,36592,7/16/2023
32078,1829,7/3/2023,15,94290,7/12/2023
32079,1847,7/3/2023,12,75864,7/7/2023
32080,1855,7/3/2023,13,42549,7/6/2023
32081,1830,7/3/2023,17,85051,7/8/2023
32082,1805,7/3/2023,11,34023,7/12/2023
32083,1826,7/3/2023,7,23373,7/9/2023
32084,1801,7/3/2023,41,84460,7/11/2023
32085,1842,7/3/2023,9,111438,7/10/2023
32086,1785,7/3/2023,29,488795,7/7/2023
32087,1828,7/3/2023,51,1016226,7/12/2023
32088,1790,7/3/2023,92,3775404,7/11/2023
32089,1789,7/3/2023,27,629856,7/13/2023
32090,1793,7/3/2023,19,29488,7/7/2023
32091,1853,7/3/2023,73,3075198,7/12/2023
32092,1819,7/3/2023,2,17044,7/18/2023
32093,1849,7/3/2023,55,2266275,7/8/2023
32094,1867,7/3/2023,28,349916,7/11/2023
32095,1786,7/3/2023,25,332650,7/8/2023
32096,1869,7/3/2023,14,15890,7/11/2023
32097,1825,7/3/2023,10,52220,7/19/2023
32098,1841,7/3/2023,9,200592,7/12/2023
32099,1813,7/3/2023,18,49518,7/8/2023
32100,1861,7/3/2023,22,290928,7/8/2023
32101,1852,7/3/2023,8,429504,7/10/2023
32102,1787,7/3/2023,1,16788,7/12/2023
32103,1822,7/3/2023,8,36888,7/6/2023
32104,1866,7/3/2023,1,13181,7/8/2023
32105,1840,7/3/2023,15,302070,7/9/2023
32106,1821,7/3/2023,6,14286,7/10/2023
32107,1806,7/3/2023,2,24194,7/12/2023
32108,1798,7/10/2023,10,184000,7/14/2023
32109,1802,7/10/2023,10,35310,7/14/2023
32110,1820,7/10/2023,10,127300,7/21/2023
32111,1823,7/10/2023,2,32462,7/21/2023
32112,1856,7/10/2023,14,103446,7/17/2023
32113,1846,7/10/2023,15,205560,7/22/2023
32114,1795,7/10/2023,15,55680,7/14/2023
32115,1831,7/10/2023,16,272784,7/14/2023
32116,1803,7/10/2023,3,16596,7/13/2023
32117,1794,7/10/2023,46,167026,7/20/2023
32118,1848,7/10/2023,5,26295,7/16/2023
32119,1799,7/10/2023,53,1641993,7/17/2023
32120,1850,7/10/2023,66,2248620,7/14/2023
32121,1847,7/10/2023,9,56898,7/16/2023
32122,1855,7/10/2023,2,6546,7/15/2023
32123,1830,7/10/2023,10,50030,7/23/2023
32124,1845,7/10/2023,7,113295,7/17/2023
32125,1826,7/10/2023,3,10017,7/18/2023
32126,1851,7/10/2023,71,3380878,7/20/2023
32127,1842,7/10/2023,1,12382,7/21/2023
32128,1843,7/10/2023,3,37593,7/14/2023
32129,1785,7/10/2023,20,337100,7/16/2023
32130,1793,7/10/2023,12,18624,7/21/2023
32131,1849,7/10/2023,23,947715,7/18/2023
32132,1786,7/10/2023,31,412486,7/20/2023
32133,1817,7/10/2023,31,584505,7/17/2023
32134,1854,7/10/2023,39,116415,7/15/2023
32135,1818,7/10/2023,72,1966248,7/15/2023
32136,1827,7/10/2023,19,255512,7/21/2023
32137,1813,7/10/2023,17,46767,7/17/2023
32138,1852,7/10/2023,1,53688,7/15/2023
32139,1800,7/10/2023,53,1278625,7/25/2023
32140,1822,7/10/2023,13,59943,7/17/2023
32141,1797,7/10/2023,43,171742,7/17/2023
32142,1840,7/10/2023,4,80552,7/22/2023
32143,1821,7/10/2023,16,38096,7/18/2023
32144,1791,7/17/2023,25,93050,7/23/2023
32145,1798,7/17/2023,7,128800,7/31/2023
32146,1812,7/17/2023,27,409995,7/31/2023
32147,1810,7/17/2023,1,6705,7/22/2023
32148,1804,7/17/2023,10,96320,7/24/2023
32149,1809,7/17/2023,13,269503,7/31/2023
32150,1788,7/17/2023,43,1444757,7/25/2023
32151,1796,7/17/2023,12,95136,7/26/2023
32152,1792,7/17/2023,19,127661,7/27/2023
32153,1856,7/17/2023,17,125613,7/31/2023
32154,1824,7/17/2023,7,41776,7/24/2023
32155,1795,7/17/2023,5,18560,7/26/2023
32156,1831,7/17/2023,16,272784,7/23/2023
32157,1803,7/17/2023,7,38724,7/23/2023
32158,1811,7/17/2023,3,16806,7/31/2023
32159,1848,7/17/2023,5,26295,7/24/2023
32160,1799,7/17/2023,14,433734,7/23/2023
32161,1850,7/17/2023,14,476980,7/23/2023
32162,1844,7/17/2023,24,381816,7/21/2023
32163,1829,7/17/2023,18,113148,7/25/2023
32164,1847,7/17/2023,1,6322,7/26/2023
32165,1855,7/17/2023,1,3273,7/23/2023
32166,1832,7/17/2023,13,457730,7/25/2023
32167,1845,7/17/2023,4,64740,7/31/2023
32168,1805,7/17/2023,13,40209,7/21/2023
32169,1801,7/17/2023,19,39140,7/25/2023
32170,1843,7/17/2023,7,87717,7/27/2023
32171,1785,7/17/2023,16,269680,7/22/2023
32172,1828,7/17/2023,70,1394820,7/28/2023
32173,1790,7/17/2023,14,574518,7/26/2023
32174,1789,7/17/2023,48,1119744,7/23/2023
32175,1853,7/17/2023,61,2569686,7/24/2023
32176,1817,7/17/2023,16,301680,7/31/2023
32177,1854,7/17/2023,22,65670,7/26/2023
32178,1841,7/17/2023,2,44576,7/24/2023
32179,1818,7/17/2023,5,136545,7/25/2023
32180,1813,7/17/2023,14,38514,7/27/2023
32181,1852,7/17/2023,2,107376,7/31/2023
32182,1787,7/17/2023,17,285396,7/30/2023
32183,1822,7/17/2023,4,18444,7/24/2023
32184,1797,7/17/2023,2,7988,7/28/2023
32185,1791,7/24/2023,8,29776,7/29/2023
32186,1810,7/24/2023,2,13410,8/2/2023
32187,1802,7/24/2023,6,21186,8/1/2023
32188,1820,7/24/2023,23,292790,8/5/2023
32189,1823,7/24/2023,18,292158,8/2/2023
32190,1831,7/24/2023,17,289833,8/3/2023
32191,1803,7/24/2023,2,11064,8/1/2023
32192,1794,7/24/2023,15,54465,8/3/2023
32193,1848,7/24/2023,13,68367,7/30/2023
32194,1799,7/24/2023,15,464715,8/3/2023
32195,1850,7/24/2023,19,647330,8/6/2023
32196,1844,7/24/2023,4,63636,7/31/2023
32197,1816,7/24/2023,15,274440,8/2/2023
32198,1855,7/24/2023,5,16365,8/2/2023
32199,1830,7/24/2023,12,60036,7/31/2023
32200,1826,7/24/2023,8,26712,7/28/2023
32201,1851,7/24/2023,35,1666630,8/3/2023
32202,1842,7/24/2023,21,260022,7/31/2023
32203,1785,7/24/2023,8,134840,7/27/2023
32204,1789,7/24/2023,10,233280,8/5/2023
32205,1793,7/24/2023,14,21728,8/2/2023
32206,1853,7/24/2023,42,1769292,8/1/2023
32207,1819,7/24/2023,18,153396,7/28/2023
32208,1849,7/24/2023,33,1359765,7/30/2023
32209,1786,7/24/2023,25,332650,8/2/2023
32210,1825,7/24/2023,23,120106,8/8/2023
32211,1841,7/24/2023,16,356608,8/8/2023
32212,1827,7/24/2023,25,336200,8/2/2023
32213,1822,7/24/2023,14,64554,8/4/2023
32214,1840,7/24/2023,6,120828,8/6/2023
32215,1821,7/24/2023,13,30953,8/1/2023
32216,1806,7/24/2023,6,72582,7/29/2023
32217,1791,7/31/2023,6,22332,8/5/2023
32218,1860,7/31/2023,25,305350,8/7/2023
32219,1798,7/31/2023,32,588800,8/3/2023
32220,1812,7/31/2023,26,394810,8/11/2023
32221,1804,7/31/2023,1,9632,8/10/2023
32222,1809,7/31/2023,10,207310,8/5/2023
32223,1788,7/31/2023,47,1579153,8/7/2023
32224,1796,7/31/2023,33,261624,8/10/2023
32225,1792,7/31/2023,27,181413,8/12/2023
32226,1863,7/31/2023,14,49252,8/5/2023
32227,1846,7/31/2023,7,95928,8/4/2023
32228,1824,7/31/2023,8,47744,8/5/2023
32229,1795,7/31/2023,44,163328,8/11/2023
32230,1811,7/31/2023,8,44816,8/11/2023
32231,1848,7/31/2023,6,31554,8/4/2023
32232,1815,7/31/2023,9,156267,8/8/2023
32233,1844,7/31/2023,4,63636,8/11/2023
32234,1829,7/31/2023,15,94290,8/6/2023
32235,1847,7/31/2023,31,195982,8/7/2023
32236,1830,7/31/2023,19,95057,8/14/2023
32237,1832,7/31/2023,18,633780,8/11/2023
32238,1845,7/31/2023,16,258960,8/7/2023
32239,1826,7/31/2023,2,6678,8/8/2023
32240,1801,7/31/2023,38,78280,8/6/2023
32241,1842,7/31/2023,10,123820,8/10/2023
32242,1785,7/31/2023,44,741620,8/9/2023
32243,1828,7/31/2023,53,1056078,8/6/2023
32244,1790,7/31/2023,115,4719255,8/6/2023
32245,1819,7/31/2023,6,51132,8/5/2023
32246,1849,7/31/2023,34,1400970,8/12/2023
32247,1867,7/31/2023,26,324922,8/6/2023
32248,1869,7/31/2023,15,17025,8/7/2023
32249,1817,7/31/2023,55,1037025,8/10/2023
32250,1854,7/31/2023,27,80595,8/9/2023
32251,1818,7/31/2023,68,1857012,8/15/2023
32252,1813,7/31/2023,52,143052,8/15/2023
32253,1861,7/31/2023,24,317376,8/12/2023
32254,1852,7/31/2023,11,590568,8/3/2023
32255,1800,7/31/2023,64,1544000,8/8/2023
32256,1787,7/31/2023,20,335760,8/6/2023
32257,1797,7/31/2023,41,163754,8/3/2023
32258,1866,7/31/2023,3,39543,8/3/2023
32259,1806,7/31/2023,3,36291,8/10/2023
32260,1791,8/7/2023,11,40942,8/12/2023
32261,1798,8/7/2023,18,331200,8/22/2023
32262,1810,8/7/2023,3,20115,8/19/2023
32263,1802,8/7/2023,11,38841,8/17/2023
32264,1809,8/7/2023,7,145117,8/16/2023
32265,1788,8/7/2023,36,1209564,8/13/2023
32266,1857,8/7/2023,4,140448,8/20/2023
32267,1820,8/7/2023,15,190950,8/14/2023
32268,1823,8/7/2023,8,129848,8/15/2023
32269,1846,8/7/2023,11,150744,8/11/2023
32270,1824,8/7/2023,12,71616,8/22/2023
32271,1831,8/7/2023,36,613764,8/11/2023
32272,1794,8/7/2023,46,167026,8/17/2023
32273,1848,8/7/2023,13,68367,8/13/2023
32274,1799,8/7/2023,50,1549050,8/13/2023
32275,1850,8/7/2023,68,2316760,8/15/2023
32276,1829,8/7/2023,14,88004,8/19/2023
32277,1847,8/7/2023,23,145406,8/15/2023
32278,1855,8/7/2023,2,6546,8/12/2023
32279,1845,8/7/2023,7,113295,8/15/2023
32280,1805,8/7/2023,10,30930,8/13/2023
32281,1801,8/7/2023,8,16480,8/12/2023
32282,1851,8/7/2023,57,2714226,8/12/2023
32283,1843,8/7/2023,12,150372,8/18/2023
32284,1828,8/7/2023,34,677484,8/12/2023
32285,1790,8/7/2023,27,1107999,8/18/2023
32286,1789,8/7/2023,42,979776,8/15/2023
32287,1793,8/7/2023,20,31040,8/18/2023
32288,1853,8/7/2023,97,4086222,8/14/2023
32289,1819,8/7/2023,11,93742,8/12/2023
32290,1786,8/7/2023,62,824972,8/13/2023
32291,1827,8/7/2023,17,228616,8/19/2023
32292,1852,8/7/2023,1,53688,8/19/2023
32293,1787,8/7/2023,2,33576,8/14/2023
32294,1797,8/7/2023,6,23964,8/13/2023
32295,1840,8/7/2023,4,80552,8/20/2023
32296,1821,8/7/2023,18,42858,8/17/2023
32297,1791,8/14/2023,3,11166,8/22/2023
32298,1812,8/14/2023,27,409995,8/21/2023
32299,1804,8/14/2023,14,134848,8/20/2023
32300,1788,8/14/2023,16,537584,8/27/2023
32301,1796,8/14/2023,15,118920,8/23/2023
32302,1820,8/14/2023,13,165490,8/23/2023
32303,1792,8/14/2023,23,154537,8/21/2023
32304,1856,8/14/2023,2,14778,8/24/2023
32305,1846,8/14/2023,9,123336,8/19/2023
32306,1795,8/14/2023,17,63104,8/29/2023
32307,1831,8/14/2023,15,255735,8/19/2023
32308,1803,8/14/2023,4,22128,8/20/2023
32309,1811,8/14/2023,14,78428,8/21/2023
32310,1848,8/14/2023,17,89403,8/19/2023
32311,1799,8/14/2023,15,464715,8/18/2023
32312,1844,8/14/2023,7,111363,8/18/2023
32313,1816,8/14/2023,19,347624,8/23/2023
32314,1855,8/14/2023,18,58914,8/27/2023
32315,1830,8/14/2023,32,160096,8/19/2023
32316,1832,8/14/2023,14,492940,8/22/2023
32317,1805,8/14/2023,10,30930,8/17/2023
32318,1826,8/14/2023,8,26712,8/24/2023
32319,1801,8/14/2023,8,16480,8/22/2023
32320,1851,8/14/2023,12,571416,8/30/2023
32321,1842,8/14/2023,6,74292,8/21/2023
32322,1785,8/14/2023,24,404520,8/21/2023
32323,1828,8/14/2023,25,498150,8/26/2023
32324,1853,8/14/2023,39,1642914,8/21/2023
32325,1819,8/14/2023,19,161918,8/22/2023
32326,1849,8/14/2023,31,1277355,8/24/2023
32327,1786,8/14/2023,36,479016,8/18/2023
32328,1825,8/14/2023,8,41776,8/27/2023
32329,1817,8/14/2023,39,735345,8/25/2023
32330,1854,8/14/2023,28,83580,8/21/2023
32331,1841,8/14/2023,17,378896,8/22/2023
32332,1800,8/14/2023,30,723750,8/25/2023
32333,1787,8/14/2023,8,134304,8/21/2023
32334,1822,8/14/2023,9,41499,8/21/2023
32335,1797,8/14/2023,7,27958,8/19/2023
32336,1806,8/14/2023,4,48388,8/28/2023
32337,1812,8/21/2023,6,91110,8/26/2023
32338,1810,8/21/2023,10,67050,9/1/2023
32339,1802,8/21/2023,5,17655,9/1/2023
32340,1809,8/21/2023,14,290234,8/25/2023
32341,1823,8/21/2023,7,113617,9/1/2023
32342,1831,8/21/2023,7,119343,9/3/2023
32343,1794,8/21/2023,29,105299,8/27/2023
32344,1811,8/21/2023,3,16806,8/25/2023
32345,1848,8/21/2023,13,68367,8/30/2023
32346,1799,8/21/2023,15,464715,9/2/2023
32347,1850,8/21/2023,39,1328730,8/26/2023
32348,1844,8/21/2023,17,270453,8/29/2023
32349,1829,8/21/2023,10,62860,8/29/2023
32350,1847,8/21/2023,23,145406,8/25/2023
32351,1830,8/21/2023,11,55033,9/3/2023
32352,1845,8/21/2023,3,48555,8/24/2023
32353,1805,8/21/2023,3,9279,9/3/2023
32354,1842,8/21/2023,5,61910,8/26/2023
32355,1843,8/21/2023,1,12531,8/30/2023
32356,1785,8/21/2023,5,84275,8/27/2023
32357,1790,8/21/2023,46,1887702,8/28/2023
32358,1789,8/21/2023,39,909792,8/27/2023
32359,1793,8/21/2023,33,51216,8/27/2023
32360,1853,8/21/2023,25,1053150,8/26/2023
32361,1786,8/21/2023,8,106448,9/1/2023
32362,1854,8/21/2023,22,65670,9/5/2023
32363,1818,8/21/2023,50,1365450,9/1/2023
32364,1827,8/21/2023,24,322752,8/25/2023
32365,1813,8/21/2023,43,118293,8/28/2023
32366,1787,8/21/2023,10,167880,8/27/2023
32367,1822,8/21/2023,6,27666,8/30/2023
32368,1797,8/21/2023,7,27958,8/31/2023
32369,1840,8/21/2023,11,221518,8/30/2023
32370,1821,8/21/2023,18,42858,9/6/2023
32371,1791,8/28/2023,28,104216,9/11/2023
32372,1798,8/28/2023,41,754400,9/3/2023
32373,1812,8/28/2023,11,167035,9/2/2023
32374,1804,8/28/2023,4,38528,9/3/2023
32375,1809,8/28/2023,7,145117,9/9/2023
32376,1788,8/28/2023,24,806376,9/9/2023
32377,1796,8/28/2023,11,87208,9/8/2023
32378,1820,8/28/2023,13,165490,9/6/2023
32379,1792,8/28/2023,8,53752,9/9/2023
32380,1856,8/28/2023,4,29556,9/4/2023
32381,1846,8/28/2023,1,13704,9/3/2023
32382,1824,8/28/2023,15,89520,9/10/2023
32383,1803,8/28/2023,2,11064,9/5/2023
32384,1794,8/28/2023,11,39941,9/7/2023
32385,1811,8/28/2023,2,11204,9/2/2023
32386,1850,8/28/2023,27,919890,9/4/2023
32387,1847,8/28/2023,15,94830,9/13/2023
32388,1855,8/28/2023,2,6546,9/12/2023
32389,1832,8/28/2023,26,915460,9/1/2023
32390,1845,8/28/2023,5,80925,9/3/2023
32391,1826,8/28/2023,3,10017,9/7/2023
32392,1801,8/28/2023,20,41200,9/2/2023
32393,1842,8/28/2023,16,198112,9/3/2023
32394,1785,8/28/2023,13,219115,9/3/2023
32395,1828,8/28/2023,66,1315116,9/5/2023
32396,1790,8/28/2023,22,902814,9/8/2023
32397,1789,8/28/2023,15,349920,9/1/2023
32398,1793,8/28/2023,4,6208,9/8/2023
32399,1853,8/28/2023,30,1263780,9/6/2023
32400,1819,8/28/2023,13,110786,9/6/2023
32401,1849,8/28/2023,24,988920,9/1/2023
32402,1825,8/28/2023,8,41776,9/4/2023
32403,1817,8/28/2023,31,584505,9/2/2023
32404,1841,8/28/2023,6,133728,9/8/2023
32405,1827,8/28/2023,13,174824,9/9/2023
32406,1813,8/28/2023,24,66024,9/7/2023
32407,1852,8/28/2023,1,53688,9/3/2023
32408,1800,8/28/2023,25,603125,9/13/2023
32409,1787,8/28/2023,1,16788,8/31/2023
32410,1806,8/28/2023,9,108873,9/4/2023
32411,1860,9/4/2023,25,305350,9/14/2023
32412,1798,9/4/2023,18,331200,9/8/2023
32413,1812,9/4/2023,12,182220,9/8/2023
32414,1804,9/4/2023,3,28896,9/14/2023
32415,1802,9/4/2023,12,42372,9/9/2023
32416,1823,9/4/2023,8,129848,9/8/2023
32417,1856,9/4/2023,10,73890,9/13/2023
32418,1863,9/4/2023,11,38698,9/10/2023
32419,1846,9/4/2023,11,150744,9/8/2023
32420,1795,9/4/2023,50,185600,9/8/2023
32421,1831,9/4/2023,34,579666,9/12/2023
32422,1811,9/4/2023,6,33612,9/17/2023
32423,1848,9/4/2023,20,105180,9/20/2023
32424,1799,9/4/2023,49,1518069,9/20/2023
32425,1815,9/4/2023,1,17363,9/12/2023
32426,1850,9/4/2023,49,1669430,9/8/2023
32427,1816,9/4/2023,12,219552,9/8/2023
32428,1829,9/4/2023,22,138292,9/12/2023
32429,1830,9/4/2023,16,80048,9/9/2023
32430,1832,9/4/2023,9,316890,9/10/2023
32431,1845,9/4/2023,8,129480,9/16/2023
32432,1805,9/4/2023,13,40209,9/13/2023
32433,1801,9/4/2023,45,92700,9/15/2023
32434,1851,9/4/2023,98,4666564,9/12/2023
32435,1842,9/4/2023,11,136202,9/10/2023
32436,1843,9/4/2023,14,175434,9/12/2023
32437,1785,9/4/2023,43,724765,9/14/2023
32438,1789,9/4/2023,40,933120,9/14/2023
32439,1849,9/4/2023,37,1524585,9/18/2023
32440,1867,9/4/2023,28,349916,9/11/2023
32441,1786,9/4/2023,46,612076,9/11/2023
32442,1869,9/4/2023,12,13620,9/16/2023
32443,1825,9/4/2023,11,57442,9/12/2023
32444,1817,9/4/2023,23,433665,9/17/2023
32445,1818,9/4/2023,89,2430501,9/8/2023
32446,1861,9/4/2023,17,224808,9/11/2023
32447,1852,9/4/2023,11,590568,9/16/2023
32448,1822,9/4/2023,14,64554,9/14/2023
32449,1797,9/4/2023,43,171742,9/12/2023
32450,1866,9/4/2023,1,13181,9/12/2023
32451,1840,9/4/2023,6,120828,9/9/2023
32452,1806,9/4/2023,4,48388,9/12/2023
32453,1791,9/11/2023,26,96772,9/15/2023
32454,1798,9/11/2023,15,276000,9/23/2023
32455,1812,9/11/2023,16,242960,9/19/2023
32456,1802,9/11/2023,2,7062,9/23/2023
32457,1809,9/11/2023,18,373158,9/22/2023
32458,1788,9/11/2023,31,1041569,9/19/2023
32459,1796,9/11/2023,32,253696,9/22/2023
32460,1820,9/11/2023,25,318250,9/18/2023
32461,1823,9/11/2023,9,146079,9/19/2023
32462,1792,9/11/2023,36,241884,9/15/2023
32463,1846,9/11/2023,13,178152,9/22/2023
32464,1824,9/11/2023,10,59680,9/21/2023
32465,1795,9/11/2023,4,14848,9/17/2023
32466,1803,9/11/2023,6,33192,9/16/2023
32467,1794,9/11/2023,51,185181,9/17/2023
32468,1850,9/11/2023,21,715470,9/25/2023
32469,1844,9/11/2023,5,79545,9/20/2023
32470,1816,9/11/2023,2,36592,9/19/2023
32471,1830,9/11/2023,5,25015,9/14/2023
32472,1832,9/11/2023,6,211260,9/24/2023
32473,1826,9/11/2023,6,20034,9/21/2023
32474,1842,9/11/2023,7,86674,9/22/2023
32475,1828,9/11/2023,70,1394820,9/15/2023
32476,1790,9/11/2023,105,4308885,9/15/2023
32477,1793,9/11/2023,15,23280,9/19/2023
32478,1853,9/11/2023,98,4128348,9/20/2023
32479,1819,9/11/2023,19,161918,9/20/2023
32480,1786,9/11/2023,10,133060,9/15/2023
32481,1854,9/11/2023,39,116415,9/17/2023
32482,1841,9/11/2023,25,557200,9/18/2023
32483,1818,9/11/2023,17,464253,9/17/2023
32484,1827,9/11/2023,24,322752,9/20/2023
32485,1813,9/11/2023,28,77028,9/22/2023
32486,1840,9/11/2023,4,80552,9/25/2023
32487,1821,9/11/2023,20,47620,9/21/2023
32488,1791,9/18/2023,1,3722,9/28/2023
32489,1804,9/18/2023,1,9632,9/27/2023
32490,1820,9/18/2023,15,190950,9/24/2023
32491,1792,9/18/2023,3,20157,9/26/2023
32492,1831,9/18/2023,38,647862,9/24/2023
32493,1803,9/18/2023,3,16596,9/27/2023
32494,1794,9/18/2023,5,18155,9/24/2023
32495,1811,9/18/2023,11,61622,9/23/2023
32496,1815,9/18/2023,5,86815,9/22/2023
32497,1829,9/18/2023,18,113148,9/26/2023
32498,1847,9/18/2023,41,259202,9/25/2023
32499,1855,9/18/2023,19,62187,9/22/2023
32500,1830,9/18/2023,9,45027,9/24/2023
32501,1845,9/18/2023,19,307515,9/24/2023
32502,1805,9/18/2023,14,43302,9/26/2023
32503,1801,9/18/2023,23,47380,9/29/2023
32504,1833,9/18/2023,1,92867,9/27/2023
32505,1851,9/18/2023,33,1571394,9/24/2023
32506,1843,9/18/2023,13,162903,10/2/2023
32507,1785,9/18/2023,28,471940,9/27/2023
32508,1828,9/18/2023,31,617706,9/28/2023
32509,1790,9/18/2023,11,451407,9/24/2023
32510,1789,9/18/2023,31,723168,9/23/2023
32511,1849,9/18/2023,22,906510,9/27/2023
32512,1786,9/18/2023,6,79836,9/23/2023
32513,1825,9/18/2023,18,93996,10/2/2023
32514,1817,9/18/2023,29,546795,9/29/2023
32515,1854,9/18/2023,20,59700,9/24/2023
32516,1841,9/18/2023,1,22288,9/23/2023
32517,1818,9/18/2023,22,600798,9/27/2023
32518,1800,9/18/2023,68,1640500,9/26/2023
32519,1822,9/18/2023,3,13833,9/24/2023
32520,1797,9/18/2023,16,63904,9/25/2023
32521,1806,9/18/2023,3,36291,9/23/2023
32522,1798,9/25/2023,23,423200,9/28/2023
32523,1812,9/25/2023,34,516290,9/30/2023
32524,1802,9/25/2023,17,60027,9/29/2023
32525,1809,9/25/2023,20,414620,10/1/2023
32526,1788,9/25/2023,32,1075168,10/6/2023
32527,1796,9/25/2023,5,39640,10/3/2023
32528,1856,9/25/2023,8,59112,9/30/2023
32529,1846,9/25/2023,4,54816,10/2/2023
32530,1824,9/25/2023,11,65648,10/9/2023
32531,1795,9/25/2023,7,25984,10/5/2023
32532,1831,9/25/2023,14,238686,10/5/2023
32533,1794,9/25/2023,14,50834,10/4/2023
32534,1811,9/25/2023,5,28010,10/5/2023
32535,1848,9/25/2023,46,241914,10/1/2023
32536,1799,9/25/2023,43,1332183,9/29/2023
32537,1815,9/25/2023,8,138904,10/4/2023
32538,1850,9/25/2023,42,1430940,9/28/2023
32539,1844,9/25/2023,10,159090,10/2/2023
32540,1816,9/25/2023,12,219552,10/9/2023
32541,1847,9/25/2023,17,107474,10/2/2023
32542,1830,9/25/2023,17,85051,10/3/2023
32543,1832,9/25/2023,22,774620,10/4/2023
32544,1845,9/25/2023,5,80925,10/4/2023
32545,1826,9/25/2023,14,46746,10/1/2023
32546,1851,9/25/2023,12,571416,10/3/2023
32547,1842,9/25/2023,4,49528,10/4/2023
32548,1790,9/25/2023,13,533481,10/10/2023
32549,1789,9/25/2023,13,303264,10/2/2023
32550,1793,9/25/2023,19,29488,10/3/2023
32551,1853,9/25/2023,68,2864568,10/2/2023
32552,1819,9/25/2023,12,102264,10/5/2023
32553,1786,9/25/2023,16,212896,10/1/2023
32554,1854,9/25/2023,24,71640,10/1/2023
32555,1841,9/25/2023,3,66864,10/2/2023
32556,1827,9/25/2023,27,363096,10/1/2023
32557,1813,9/25/2023,25,68775,9/30/2023
32558,1852,9/25/2023,2,107376,10/1/2023
32559,1822,9/25/2023,8,36888,9/30/2023
32560,1797,9/25/2023,3,11982,10/9/2023
32561,1840,9/25/2023,15,302070,10/4/2023
32562,1821,9/25/2023,7,16667,10/2/2023
