item_id,description,description_2,group_description,unit_sale_price (CLP),cost (CLP),storage_cost (CLP),stock,size_m3,cost_per_purchase
299,zeedog phantom collar medium,paseo,accesorios,10900.0,7174.0,22.0,1.0,0.001,500.0
1179,bravery chicken adult cat 2 kg,adultos,alimento,16990.0,13222.0,52.0,5.0,0.015,5050.0
1067,brit pate & meat puppy 400 g,latas,alimento,3130.0,2136.0,9.0,1.0,0.015,2750.0
1630,habitrail retreat kit,hogar-transporte,accesorios,49990.0,38669.0,122.0,2.0,0.004,1600.0
714,zd bordeau leash small,paseo,accesorios,13900.0,9576.0,29.0,1.0,0.001,500.0
193,catit rasguðador  moderno jungla,enriquecimiento ambiental,accesorios,12990.0,9430.0,27.0,1.0,0.001,500.0
440,nath adulto maxi sabor pollo y arroz integral,adultos,alimento,19990.0,13864.0,60.0,0.0,0.015,3950.0
573,planet dog frambueza,juguetes,accesorios,6990.0,4693.0,17.0,0.0,0.004,1100.0
503,golden retriever (my family),placas identificacion,accesorios,17560.0,12463.0,43.0,2.0,0.004,500.0
605,capa impermeable azul,ropa,accesorios,22990.0,16551.0,49.0,23.0,0.001,600.0
1359,zeedog peppermint leash extra small,paseo,accesorios,9499.77,7122.0,23.0,1.0,0.004,950.0
1090,power gato de 4-8 kg,ant. ext.,medicamentos,10790.0,7156.0,20.0,4.0,0.0002,500.0
1672,pawise bozal tela s,paseo,accesorios,4990.0,3412.0,13.0,1.0,0.004,750.0
846,coastal fashion collar sushi,paseo,accesorios,7990.0,5589.0,19.0,1.0,0.004,500.0
3,zd neon coral leash small,paseo,accesorios,13900.0,10318.0,29.0,1.0,0.001,500.0
1405,coastal sublime collar teal stripe s/m,paseo,accesorios,12490.0,8959.0,30.0,1.0,0.004,900.0
1739,coastal sparkle collar broche metal rosa xs,paseo,accesorios,13990.0,9415.0,29.0,0.0,0.001,550.0
467,cama para perro negra zeedog,hogar-transporte,accesorios,55990.0,37331.0,117.0,0.0,0.001,1200.0
5,royal canin renal support felino lata 145 gr,latas,alimento,2670.0,1935.0,8.0,0.0,0.015,1950.0
222,simparica antiparasitario 80 mg,antiparasitarios,medicamentos,15990.0,12513.0,34.0,10.0,0.001,500.0
547,transportin avior,hogar-transporte,accesorios,35800.0,23903.0,75.0,4.0,0.001,650.0
228,zeedog gotham leash extra small,paseo,accesorios,10860.0,8666.0,22.0,0.0,0.001,500.0
39,advantix 10-25 kg ,ant. ext.,medicamentos,11190.0,7722.0,21.0,9.0,0.0002,500.0
542,"zeus arnes fig.a ""m"" celeste",paseo,accesorios,10990.0,7247.0,23.0,2.0,0.001,500.0
242,coastal k9 explorer arnes acolchado zafiro l,paseo,accesorios,39990.0,31858.0,98.0,1.0,0.004,1900.0
1481,royal canin maxi puppy pouch 140 gr,humedo,alimento,2310.0,1840.0,8.0,0.0,0.015,1050.0
136,planet dog guru purpura,juguetes,accesorios,19990.0,12998.0,42.0,0.0,0.001,500.0
1475,cama cubo grande cata pet,camas,accesorios,33790.0,25494.0,70.0,3.0,0.001,1000.0
906,afp mighty rex rinoceronte,juguetes,accesorios,27990.0,20860.0,59.0,3.0,0.001,750.0
829,zeedog nara adjustable air mesh harness small,paseo,accesorios,19300.0,13686.0,41.0,0.0,0.001,500.0
445,big round aluminum light blue (my family),placas identificacion,accesorios,7130.0,5562.0,18.0,0.0,0.004,500.0
1278,hartz jfc twirl & whirl cat toy,juguetes,accesorios,6690.0,4812.0,14.0,0.0,0.001,500.0
1325,brit care gf puppy salmon 3 kg,cachorros,alimento,23900.0,17106.0,72.0,17.0,0.015,4550.0
1223,drontal cat 2 comprimidos ,ant. ext.,medicamentos,8130.0,6026.0,15.0,0.0,0.0002,500.0
1707,proplan adulto cat pollo y arroz 85gr,humedo,alimento,2030.0,1558.0,6.0,2.0,0.015,1350.0
581,royal canin kitten sterilised 1.5 kg,cachorros,alimento,21400.0,15122.0,65.0,11.0,0.015,1600.0
1650,brit care dog show champion salmon 12 kg,adultos,alimento,63990.0,48216.0,193.0,6.0,0.015,1650.0
1839,torre árbol con casa gatos premium,hogar-transporte,accesorios,89990.0,71027.0,428.0,,,500.0
661,laser fun,juguetes,accesorios,10110.0,7359.0,21.0,2.0,0.001,500.0
436,jaula tubby pequenos animales,hogar-transporte,accesorios,35900.0,28363.0,75.0,0.0,0.001,500.0
1734,bravery atún y vegetales alimento húmedo,humedo,alimento,1990.0,1486.0,6.0,8.0,0.015,4050.0
376,"dogit cuerdas anudadas celeste ""m""",juguetes,accesorios,3990.0,3094.0,10.0,0.0,0.004,500.0
1381,frontline plus pipeta perro 40-60 kg.,ant. ext.,medicamentos,19560.0,13404.0,36.0,4.0,0.0002,500.0
314,body perro 4 rosado,ropa,accesorios,20130.0,14253.0,49.0,2.0,0.004,900.0
442,vet diet urinary lp dog 2kg,adultos,alimento,15900.0,11592.0,49.0,2.0,0.015,1700.0
1491,dreamwell cama redonda gris/blanco 56cm,hogar-transporte,accesorios,27990.0,21725.0,59.0,3.0,0.001,850.0
281,pure comfort blanco 8.2 lt,higiene,accesorios,13990.0,9204.0,29.0,1.0,0.001,500.0
1772,le salon eesentials cepillo de goma oval,grooming,accesorios,9490.0,6587.0,23.0,0.0,0.004,1150.0
1427,zd ella adjustable air mesh harness large,paseo,accesorios,28600.0,22233.0,70.0,0.0,0.004,500.0
1658,afp little buddy chupete rosa  large,juguetes,accesorios,6990.0,5433.0,14.0,0.0,0.001,500.0
424,sanitario gato con puerta y filtro/netta,higiene,accesorios,31830.0,22601.0,67.0,3.0,0.001,600.0
594,coastal comfort soft arnes morado xs,paseo,accesorios,15990.0,12014.0,34.0,2.0,0.001,500.0
1833,coche pet,hogar-transporte,accesorios,119990.0,92867.0,362.0,,,500.0
368,jaula refugio hamster s,enriquecimiento ambiental,accesorios,38590.0,27271.0,94.0,0.0,0.004,1200.0
1299,zeus collar ajustable  m  coral,paseo,accesorios,5290.0,3560.0,13.0,1.0,0.004,800.0
974,royal canin calorie control felino  165 gr lata,latas medicadas,alimento,2290.0,1538.0,8.0,0.0,0.015,2950.0
1345,ehliprofeno 20 mg x 10 comp,analgesico,medicamentos,15710.0,10342.0,29.0,2.0,0.0002,500.0
1514,brit care gf junior large breed salmon  3 kg,cachorros,alimento,23900.0,18053.0,72.0,0.0,0.015,5300.0
938,kitten instinctive 165grsx6un,lata,alimento,2770.0,1886.0,9.0,5.0,0.015,1650.0
227,nutram total grain-free chicken & turkey cat food 1.13kg,adultos,alimento,23870.0,18981.0,72.0,1.0,0.015,2700.0
1512,oat hay 425 gr,alfalfas,accesorios,8390.0,5493.0,18.0,1.0,0.001,500.0
1128,bravery chicken adult cat,adultos,alimento,35990.0,24336.0,109.0,285.0,0.015,4050.0
1708,catlove raton mecanico rosado,juguetes,accesorios,6990.0,4880.0,14.0,1.0,0.001,500.0
1026,capa polar chiporro t/0 cata pets,ropa,accesorios,9290.0,7258.0,23.0,4.0,0.004,550.0
66,royal can poodle puppy 3 kg,razas,alimento,34270.0,27324.0,103.0,1.0,0.015,1750.0
393,zd army green adjustable air mesh harness small,paseo,accesorios,38280.0,28263.0,80.0,2.0,0.001,850.0
579,brit care cat sterilised (missy)  2.0kg,adultos,alimento,15900.0,12394.0,49.0,0.0,0.015,5000.0
24,chaqueta chiporro verde ,ropa,accesorios,16990.0,12253.0,36.0,27.0,0.001,600.0
211,collar isabelino 12.5 cm nº(2),higiene,medicamentos,5750.0,3771.0,11.0,10.0,0.0002,500.0
1440,zeedog poop bag dispenser black +1 roll,higiene,accesorios,5900.0,4423.0,12.0,0.0,0.001,500.0
144,zd skull 2.0 h-harness medium,paseo,accesorios,16900.0,11724.0,36.0,0.0,0.001,550.0
536,le salon essentials cepillo carda small,grooming,accesorios,10990.0,7962.0,23.0,3.0,0.001,500.0
811,pala sanitaria (granulos) gris,higiene,accesorios,4190.0,3144.0,9.0,0.0,0.001,500.0
1047,zeus collar semifijo  l  rojo,paseo,accesorios,8990.0,6735.0,19.0,1.0,0.001,500.0
988,zeus nosh hueso flex cachorro sabor pollo m,juguetes,accesorios,8990.0,6138.0,19.0,2.0,0.001,500.0
85,ehlifloxacino 150 ml x 10,antibiotico,medicamentos,20410.0,14889.0,38.0,2.0,0.0002,500.0
1851,orijen alimento natural seco para gato 5kg,adultos,alimento,68990.0,47618.0,168.0,,,500.0
272,go buggy,juguetes,accesorios,4690.0,3336.0,10.0,1.0,0.001,500.0
952,coastal lazer brite trailla pink multi flowers m 1.8m,paseo,accesorios,19590.0,15436.0,41.0,2.0,0.001,500.0
1202,adiestrador de cachorros -500ml,entrenamiento,accesorios,14990.0,9918.0,31.0,4.0,0.001,600.0
1108,eukanuba puppy large breed 15 kg,cachorros,alimento,78280.0,60828.0,236.0,1.0,0.015,5800.0
987,zeus bozal alpha  m ,paseo,accesorios,23990.0,15889.0,51.0,4.0,0.001,500.0
1689,royal canin medium puppy pouch 140 gr,humedo,alimento,2310.0,1823.0,8.0,2.0,0.015,2000.0
630,bravery chicken adult large/medium breeds 4 kg,adultos,alimento,20990.0,16419.0,63.0,1.0,0.015,2650.0
1652,easy to clean collection bags,higiene,accesorios,3500.0,2648.0,7.0,0.0,0.001,500.0
1761,monge medium p&j chicken de 12 kg,cachorros,alimento,58990.0,42536.0,178.0,3.0,0.015,5500.0
1465,bravery light iberian pork adult large/medium breeds 12 kg,weight control,alimento,64990.0,44701.0,196.0,0.0,0.015,6000.0
1722,honey cat collar,paseo,accesorios,4900.42,3851.0,10.0,1.0,0.001,500.0
505,pro plan active mind 7+ med lrg 15kg ar,adultos,alimento,85660.0,68130.0,259.0,0.0,0.015,2600.0
273,big heart aluminum blue (my family),placas identificacion,accesorios,7130.0,5127.0,15.0,1.0,0.001,500.0
507,calefactor aut. 50w - boyu,calefactores,accesorios,15160.0,10972.0,31.0,0.0,0.001,600.0
1230,collar isabelino 7.5 cm nº(0),higiene,medicamentos,2900.0,2288.0,6.0,2.0,0.0002,500.0
362,pez portagolosina azúl/verde,juguetes,accesorios,4490.0,3429.0,11.0,1.0,0.004,1000.0
1511,nutram total grain free trout & salmon cat 1.13 kg,adultos,alimento,23870.0,16031.0,72.0,1.0,0.015,1850.0
1079,corta uñas,higiene,accesorios,5990.0,4730.0,12.0,0.0,0.001,500.0
622,small round aluminum light blue  (my family),placas identificacion,accesorios,7130.0,5569.0,15.0,0.0,0.001,500.0
2,nm alfombrilla training 14 un,higiene,accesorios,4990.0,3248.0,13.0,3.0,0.004,700.0
6,capa arnè talla5 cata pets,ropa,accesorios,17290.0,12028.0,36.0,2.0,0.001,500.0
1466,nf aqua plus anticloro 120 ml,acc acuarios,accesorios,6290.0,4647.0,15.0,0.0,0.004,550.0
311,brit mono protein rabbit 400 gr,latas,alimento,3600.0,2557.0,11.0,5.0,0.015,800.0
1265,brit care gf senior & light salmon 12 kg,senior,alimento,63990.0,42333.0,193.0,3.0,0.015,4550.0
1084,adaptil spray 60 ml,comportamiento,medicamentos,25000.0,18865.0,46.0,0.0,0.0002,650.0
665,zeedog maze adjustable air mesh harness medium,paseo,accesorios,23900.0,18185.0,50.0,1.0,0.001,500.0
364,plato gato doble redondo,comederos,accesorios,15990.0,11714.0,34.0,0.0,0.001,650.0
1842,chaqueta chiporro verde ,ropa,accesorios,16990.0,12382.0,42.0,,,500.0
215,recarga enchufe feliway,comportamiento,medicamentos,25000.0,18443.0,46.0,0.0,0.0002,500.0
982,ampolleta repti glo 5.0 tropical 26 w,enriquecimiento ambiental,accesorios,29990.0,21935.0,63.0,1.0,0.001,500.0
27,sanitario gato miso,higiene,accesorios,26380.0,17933.0,55.0,0.0,0.001,500.0
1342,small heart aluminum blue (my family),placas identificacion,accesorios,7130.0,5302.0,18.0,0.0,0.004,500.0
525,zeedog gotham collar small,paseo,accesorios,9870.0,7831.0,25.0,0.0,0.004,950.0
1715,nexgard x 3 tab. 4 a 10k ,ant. ext.,medicamentos,30990.0,23504.0,57.0,1.0,0.0002,500.0
1009,parka t/8 cata pets,ropa,accesorios,25790.0,19271.0,54.0,2.0,0.001,500.0
638,zeedog gotham ruff leash large,paseo,accesorios,23820.0,18381.0,50.0,1.0,0.001,700.0
302,moon (my family),placas identificacion,accesorios,17560.0,13261.0,37.0,0.0,0.001,500.0
718,zeedog ella h-harness medium,paseo,accesorios,16900.0,12647.0,36.0,0.0,0.001,500.0
691,zd army green h-harness medium,paseo,accesorios,16900.0,13274.0,36.0,0.0,0.001,500.0
1469,zeus collar ajustable  xl  rojo,paseo,accesorios,7790.0,6150.0,19.0,0.0,0.004,900.0
1271,small bone aluminum blue (my family),placas identificacion,accesorios,7130.0,5681.0,18.0,0.0,0.004,550.0
7,casa igloo large,hogar-transporte,accesorios,9490.0,7516.0,20.0,1.0,0.001,500.0
256,brit pate & meat salmon 400 gr,latas,alimento,3130.0,2498.0,9.0,4.0,0.015,1050.0
803,nanormen perros-gatos 20ml pirantel 5%,ant. ext.,medicamentos,8230.0,5544.0,16.0,0.0,0.0002,500.0
25,catit plat- tumbler-be,juguetes,accesorios,28990.0,19994.0,71.0,0.0,0.004,650.0
336,adaptil collar small hasta 10 kg  ,comportamiento,medicamentos,29290.0,19590.0,54.0,0.0,0.0002,500.0
572,afp classic orel conejo,juguetes,accesorios,15990.0,12727.0,39.0,0.0,0.004,1000.0
47,poleron t/4 cata pets,ropa,accesorios,11990.0,8467.0,25.0,2.0,0.001,500.0
1384,royal canin mini adulto  2 kg fr,adultos,alimento,16280.0,10656.0,49.0,0.0,0.015,800.0
106,clindabone,antibiotico,medicamentos,25990.0,19604.0,48.0,4.0,0.0002,500.0
349,pelota para perros,juguetes,accesorios,7990.0,5797.0,17.0,1.0,0.001,500.0
55,coastal comfort soft arnes lima m,paseo,accesorios,29990.0,19523.0,74.0,2.0,0.004,1750.0
238,royal canin mini adulto 2.5kg,adultos,alimento,25870.0,19966.0,78.0,22.0,0.015,3800.0
213,coastal maslow  plato paw azul 1596 ml,paseo,accesorios,15990.0,10418.0,34.0,0.0,0.001,500.0
120,cytopoint 30 mg iny 20-30 k,medicamentos,medicamentos,48510.0,37225.0,89.0,2.0,0.0002,1200.0
1177,cadena cordon 2 mm a.doctor,paseo,accesorios,3890.0,2942.0,9.0,1.0,0.001,500.0
1240,poodle pouch 12x85g,humedo,alimento,2330.0,1739.0,8.0,0.0,0.015,500.0
72,royal can fhn kitten 36 400 grs,cachorros,alimento,6000.0,4223.0,19.0,1.0,0.015,4300.0
922,big bone pink,placas identificacion,accesorios,10900.0,7998.0,22.0,0.0,0.001,500.0
812,lw small animal corta uña,grooming,accesorios,9490.0,6564.0,23.0,1.0,0.004,500.0
77,power 1 p.  gato,ant. ext.,medicamentos,7690.0,5300.0,15.0,0.0,0.0002,500.0
944,shampoo alerdrag,antialergico,medicamentos,10100.0,7464.0,19.0,1.0,0.0002,500.0
45,royal canin kitten 4 kg,cachorros,alimento,43570.0,31068.0,131.0,3.0,0.015,2850.0
1568,coastal sublime collar navy xs,paseo,accesorios,10490.0,7194.0,26.0,1.0,0.004,500.0
523,revolution plus 0.25 ml (1.25 a 2.5 kg) x 1p,ant. ext.,medicamentos,10410.0,7596.0,20.0,0.0,0.0002,500.0
232,zd army green soft-walk harness large,paseo,accesorios,21900.0,16162.0,46.0,1.0,0.001,700.0
644,harvest stacks timothy/chamomile 1 kg,enriquecimiento ambiental,accesorios,23890.0,18031.0,58.0,1.0,0.004,1300.0
1412,zeedog chroma adjustable air mesh harness small,paseo,accesorios,19300.0,13276.0,47.0,1.0,0.004,1550.0
533,zeedog gotham ruff leash small,paseo,accesorios,21830.0,14332.0,54.0,1.0,0.004,1500.0
1782,red xl aluminum bone,placas identificacion,accesorios,8160.0,5800.0,17.0,1.0,0.001,500.0
603,zeus arnes fig.a  s  rojo,paseo,accesorios,7990.0,5530.0,17.0,1.0,0.001,500.0
1132,"planet dog hueso azul ""m""",juguetes,accesorios,14690.0,10099.0,35.0,0.0,0.004,500.0
1521,brit care gf adult salmon 3 kg,adultos,alimento,23990.0,17918.0,73.0,26.0,0.015,3900.0
60,royal canin adulto maxi adult 15kg,adultos,alimento,56990.0,45222.0,172.0,0.0,0.015,5600.0
1749,toallitas neem,higiene,accesorios,6390.0,4228.0,13.0,1.0,0.001,500.0
92,proplan adulto cat alimento para gato,adultos,alimento,44990.0,33124.0,136.0,114.0,0.015,2850.0
666,zeedog phantom collar large,paseo,accesorios,12860.0,9093.0,31.0,0.0,0.004,1550.0
280,zd neopro blue leash large,paseo,accesorios,22700.0,16285.0,47.0,2.0,0.001,650.0
1041,lola h-harness medium,paseo,accesorios,16900.0,11854.0,36.0,0.0,0.001,500.0
359,brit care cat grain-free sterilized sensitive 2 kg,adultos,alimento,18990.0,15040.0,57.0,4.0,0.015,600.0
1518,advantix 4-10 kg,ant. ext.,medicamentos,8990.0,6496.0,17.0,5.0,0.0002,500.0
1096,coastal maslow  plato pup verde 1596 ml,paseo,accesorios,15990.0,12452.0,34.0,1.0,0.001,500.0
847,zd skull 2.0 collar extra small,paseo,accesorios,7900.0,6159.0,19.0,2.0,0.004,700.0
1286,zeedog tarot leash large,paseo,accesorios,16900.0,11194.0,42.0,2.0,0.004,1250.0
110,petever plus oral,oral,medicamentos,8790.0,6378.0,17.0,0.0,0.0002,500.0
42,le salon essentials guante para cepillar,grooming,accesorios,13200.0,10423.0,33.0,0.0,0.004,1400.0
125,coastal sublime collar teal stripe xs,paseo,accesorios,10490.0,7219.0,26.0,0.0,0.004,850.0
204,coastal fashion collar fish,paseo,accesorios,7990.0,5313.0,17.0,0.0,0.001,500.0
52,collar isabelino 40 cm nº(7),higiene,medicamentos,17990.0,12030.0,34.0,0.0,0.0002,500.0
545,nutram ideal solution support indoor cat food 1.13kg,adultos,alimento,21930.0,15339.0,67.0,0.0,0.015,1150.0
68,royal can. renal rf feline 2 kg.,medicados,alimento,30060.0,21235.0,91.0,2.0,0.015,500.0
1450,zd neopro blue collar large,paseo,accesorios,14900.0,11119.0,37.0,0.0,0.004,500.0
183,high range reptile thermometer,enriquecimiento ambiental,accesorios,3990.0,3132.0,10.0,0.0,0.004,500.0
137,le salon essentials cepillo combinado sm,grooming,accesorios,11690.0,8058.0,25.0,0.0,0.001,500.0
899,"planet dog diamond plate double-tuff naranja ""s""",juguetes,accesorios,14490.0,10210.0,30.0,0.0,0.001,500.0
796,zeedog salina h-harness large,paseo,accesorios,18900.0,15100.0,39.0,0.0,0.001,500.0
132,bravery iberian pork adult large/medium breeds 4 kg,adultos,alimento,21900.0,16945.0,67.0,2.0,0.015,5150.0
80,planet dog mazee verde,juguetes,accesorios,20990.0,16244.0,51.0,2.0,0.004,550.0
1444,big bone aluminum blue (my family),placas identificacion,accesorios,7130.0,4751.0,15.0,1.0,0.001,500.0
541,placa pet tags,placas identificacion,accesorios,5890.0,4485.0,14.0,2.0,0.004,500.0
1537,arnes talla m,paseo,accesorios,6490.0,4283.0,13.0,0.0,0.001,500.0
983,royal can. hypoallergenic canine 2 kg.,medicados,alimento,27320.0,19396.0,83.0,4.0,0.015,3700.0
165,pro plan adult medium breed 3kg ar,adultos,alimento,28480.0,20898.0,86.0,13.0,0.015,900.0
248,comedero interactivo multi feeder,comederos,accesorios,13990.0,10103.0,29.0,6.0,0.001,500.0
446,desparasitante bravecto para gatos,antiparasitarios,medicamentos,29990.0,22573.0,63.0,20.0,0.001,550.0
1075,feline c/d multicare x lata 156 gr,latas medicadas,alimento,7140.0,5335.0,22.0,0.0,0.015,1200.0
858,zd smash adjustable air mesh harness small,paseo,accesorios,19300.0,14210.0,41.0,0.0,0.001,500.0
1134,power ultra 2 - 4 kg,ant. ext.,medicamentos,7610.0,5530.0,14.0,0.0,0.0002,500.0
1843,polerón con gorro rosado,ropa,accesorios,18990.0,12531.0,46.0,,,500.0
737,zd neon coral h-harness medium,paseo,accesorios,16900.0,12955.0,42.0,0.0,0.004,850.0
1173,fritz adjustable air mesh medium,paseo,accesorios,23900.0,17004.0,50.0,1.0,0.001,750.0
102,bozal gato a.doctor,paseo,accesorios,7190.0,5010.0,18.0,1.0,0.004,950.0
434,hartz chew n clean tuff bone dog toy- extra small,juguetes,accesorios,4690.0,3213.0,10.0,1.0,0.001,500.0
1677,honey leash large,paseo,accesorios,16900.4,11293.0,42.0,1.0,0.004,500.0
1125,honey leash small,paseo,accesorios,15899.6,12003.0,34.0,1.0,0.001,500.0
918,ronaxan 100 mg  x 10 comp.,antibiotico,medicamentos,16600.0,10964.0,31.0,1.0,0.0002,500.0
1605,hartz frisky frolic dog toy,juguetes,accesorios,5990.0,4772.0,12.0,0.0,0.001,500.0
1567,laguna leash small,paseo,accesorios,15900.0,10768.0,34.0,0.0,0.001,600.0
1636,zeedog gotham h-harness medium,paseo,accesorios,16840.0,12068.0,35.0,1.0,0.001,500.0
762,cuna india chica catapet,camas,accesorios,25790.0,17121.0,63.0,0.0,0.004,1600.0
989,coastal comfort soft arnes azul s,paseo,accesorios,18990.0,13802.0,39.0,1.0,0.001,550.0
388,stomorgyl 10 x 10 comp,antibiotico,medicamentos,26280.0,19043.0,49.0,2.0,0.0002,500.0
235,zd artsy adjustable air mesh harness large,paseo,accesorios,26400.0,20265.0,55.0,1.0,0.001,500.0
1785,dogxtreme pupy pollo y arroz,adultos,alimento,24990.0,16855.0,75.0,,,500.0
267,coastal style collar brown paw s,paseo,accesorios,7990.0,5771.0,19.0,1.0,0.004,1250.0
117,proplan kitten 3 kg,cachorros,alimento,21900.0,17435.0,67.0,1.0,0.015,3050.0
1506,capa polar chiporro t/3 cata pets,ropa,accesorios,11590.0,7542.0,25.0,3.0,0.001,500.0
673,canine digestive care i/d lata 156grs,latas medicadas,alimento,3500.0,2299.0,11.0,4.0,0.015,500.0
249,body gato 0 rosado,ropa,accesorios,17590.0,12168.0,43.0,1.0,0.004,1000.0
1358,coastal comfort soft arnes morado s,paseo,accesorios,18990.0,13651.0,39.0,0.0,0.001,500.0
1864,escalera de madera,hogar-transporte,accesorios,4990.0,3426.0,11.0,,,500.0
94,arnes nacional mediano a. doctor,paseo,accesorios,6590.0,4722.0,14.0,3.0,0.001,500.0
33,frontline plus pipeta perro 10-20 kg.,ant. ext.,medicamentos,10960.0,7646.0,21.0,4.0,0.0002,500.0
1651,zd neon coral h-harness extra small,paseo,accesorios,11900.0,9104.0,25.0,2.0,0.001,500.0
1565,catit baño jumbo para gatos,higiene,accesorios,52010.0,38376.0,109.0,0.0,0.001,950.0
448,brit care cat sterilized tuna pate with shrimps 70grs,latas,alimento,1600.0,1115.0,4.0,7.0,0.015,3050.0
716,calzon celo talla 5,higiene,accesorios,9290.0,7320.0,20.0,0.0,0.001,500.0
1181,le salon esse corta uða alicate l/dog,grooming,accesorios,12790.0,8390.0,31.0,0.0,0.004,950.0
1422,botella 250 ml peq animales,comederos,accesorios,4990.0,3692.0,13.0,5.0,0.004,750.0
0,zeedog nara leash small,paseo,accesorios,13900.0,10766.0,29.0,1.0,0.001,500.0
1284,royal can. hepatic canine 1.5 kg.,medicados,alimento,17990.0,12325.0,55.0,0.0,0.015,3400.0
1101,zeedog neopro bubblegum h-harness small,paseo,accesorios,17840.0,13960.0,37.0,0.0,0.001,500.0
1331,go bowl black small,paseo,accesorios,7900.41,6047.0,19.0,0.0,0.004,500.0
676,pro plan active mind 7+ sml brd 3kg ar,adultos,alimento,30830.0,20877.0,93.0,2.0,0.015,3500.0
1357,endogard 30 15/30kilos x 2 tabletas,ant. ext.,medicamentos,15010.0,11019.0,28.0,1.0,0.0002,500.0
1046,zd candy collar medium,paseo,accesorios,10900.0,7219.0,26.0,0.0,0.004,700.0
770,zeedog mahalo h-harness extra small,paseo,accesorios,11860.0,8197.0,25.0,0.0,0.001,500.0
1138,brit care cat fillets in gravy turkey & savory salmon 85 g,humedo,alimento,2200.0,1645.0,8.0,3.0,0.015,2750.0
1196,mebermic  x 1 comp.,ant. interno,medicamentos,1980.0,1364.0,4.0,118.0,0.0002,500.0
1393,pro plan puppy medium breed 15kg ar,cachorros,alimento,81230.0,63649.0,246.0,0.0,0.015,2150.0
404,bloque mineral para aves,enriquecimiento ambiental,accesorios,1800.0,1304.0,4.0,2.0,0.001,500.0
1618,bravery chicken adult cat sterilized 2 kg,adultos,alimento,17990.0,12644.0,55.0,1.0,0.015,2550.0
1523,pawise botella bebedera 500 ml,paseo,accesorios,5550.0,4091.0,12.0,0.0,0.001,500.0
104,poleron t/3 cata pets,ropa,accesorios,10990.0,8521.0,27.0,0.0,0.004,500.0
688,royal mini junior  2.5 kg,cachorros,alimento,26350.0,19404.0,80.0,9.0,0.015,3600.0
1292,i love mom (my family),placas identificacion,accesorios,17560.0,12621.0,43.0,0.0,0.004,500.0
826,zeedog neopro bubblegum leash small,paseo,accesorios,19040.0,14294.0,39.0,0.0,0.001,500.0
62,nath puppy maxi sabor pollo y arroz integral,cachorro,alimento,24990.0,16787.0,75.0,102.0,0.015,3050.0
852,frontline plus pipeta perro 2-10 kg.,ant. ext.,medicamentos,9140.0,6801.0,17.0,5.0,0.0002,500.0
145,pawise arnes y cinturon de seguridad m,paseo,accesorios,13990.0,9638.0,29.0,1.0,0.001,500.0
1088,coastal style collar brown paw l,paseo,accesorios,10490.0,7801.0,22.0,0.0,0.001,500.0
373,parka t/5 cata pets,ropa,accesorios,20890.0,16121.0,44.0,0.0,0.001,500.0
1326,coastal sublime collar aztec l,paseo,accesorios,16990.0,12946.0,36.0,0.0,0.001,500.0
1709,power 1 p. hasta 10 kg,ant. ext.,medicamentos,6990.0,5216.0,13.0,3.0,0.0002,500.0
1399,amity sp low grain iberian pork adult 4 kg,adultos,alimento,17990.0,14062.0,55.0,0.0,0.015,2000.0
1501,zd pacco collar medium,paseo,accesorios,10900.0,7189.0,22.0,0.0,0.001,500.0
1187,zd bordeau collar medium,paseo,accesorios,10900.0,8373.0,22.0,1.0,0.001,500.0
9,pro plan gatos adulto pollo pouch 85 gr,humedo,alimento,2330.0,1538.0,8.0,2.0,0.015,2000.0
449,ocubiotic colirio,ocular,medicamentos,16810.0,11008.0,31.0,1.0,0.0002,500.0
708,pro plan urinary cat 1kg ar,adultos,alimento,13440.0,8943.0,41.0,0.0,0.015,1350.0
255,zd artsy h-harness large,paseo,accesorios,19900.0,15494.0,49.0,0.0,0.004,1350.0
882,l.w. comedero o bebedero med 75 ml,comederos,accesorios,2790.0,1956.0,6.0,1.0,0.001,500.0
389,big heart aluminum purple (my family),placas identificacion,accesorios,7130.0,4947.0,15.0,0.0,0.001,500.0
908,brit mono protein lamb 400 g,latas,alimento,3600.0,2360.0,11.0,0.0,0.015,2850.0
924,capa polar chiporro t/8 cata pets,ropa,accesorios,18890.0,13761.0,39.0,1.0,0.001,500.0
1616,royal can  hipoal diet canine 10 kilo,medicados,alimento,104880.0,75092.0,316.0,1.0,0.015,5300.0
460,pro plan canine veterinary diets nf,adultos,alimento,33210.0,24114.0,100.0,0.0,0.015,5400.0
958,ehlifloxacino (enrofloxacino 50 mg.),antibiotico,medicamentos,14680.0,11269.0,27.0,0.0,0.0002,500.0
501,repelente interiores perros-300ml,higiene,accesorios,15990.0,11136.0,34.0,1.0,0.001,600.0
739,afp pups cuerda suave multitextura,juguetes,accesorios,7790.0,5742.0,17.0,0.0,0.001,500.0
1729,zeedog neopro green h-harness large,paseo,accesorios,22400.0,17227.0,47.0,1.0,0.001,650.0
868,mebermic,antiparasitarios,medicamentos,2990.0,2252.0,6.0,25.0,0.001,500.0
731,blocks h-harness medium,paseo,accesorios,16900.0,12630.0,36.0,0.0,0.001,500.0
539,royal mini light 2.5kg,adultos,alimento,28500.0,20095.0,86.0,6.0,0.015,5200.0
697,pidle place mazuri (baño perrito),higiene,accesorios,111690.0,73373.0,272.0,2.0,0.004,900.0
